"","Entity","Year","total_affected_rate_per_100k_all_disasters"
"858","Luxembourg",2000,0
"859","Luxembourg",2010,24.65909091
"860","Macao",1990,107.7297297
"861","Macao",2000,0
"862","Macao",2010,3.210272873
"863","Madagascar",1960,187.5369794
"864","Madagascar",1970,4355.71038
"865","Madagascar",1980,2464.011741
"866","Madagascar",1990,1126.230406
"867","Madagascar",2000,3078.540696
"868","Madagascar",2010,1617.181601
"869","Malawi",1960,7.778262767
"870","Malawi",1970,32.9218107
"871","Malawi",1980,1930.159793
"872","Malawi",1990,10767.68406
"873","Malawi",2000,7887.587622
"874","Malawi",2010,6342.003982
"875","Malaysia",1960,463.9640826
"876","Malaysia",1970,227.2027602
"877","Malaysia",1980,62.5119248
"878","Malaysia",1990,21.87106454
"879","Malaysia",2000,177.6970602
"880","Malaysia",2010,877.0102344
"881","Maldives",1980,14.77832512
"882","Maldives",1990,1036.913043
"883","Maldives",2000,924.2721121
"884","Maldives",2010,33.89830508
"885","Mali",1910,0
"886","Mali",1920,0
"887","Mali",1930,0
"888","Mali",1940,0
"889","Mali",1950,0
"890","Mali",1960,0
"891","Mali",1970,0
"892","Mali",1980,2145.531665
"893","Mali",1990,357.9758463
"894","Mali",2000,915.5595447
"895","Mali",2010,2730.620833
"896","Marshall Islands",1990,1250
"897","Marshall Islands",2000,107.1428571
"898","Marshall Islands",2010,4867.368421
"899","Martinique",1900,0
"900","Martinique",1910,0
"901","Martinique",1920,0
"902","Martinique",1930,0
"903","Martinique",1940,0
"904","Martinique",1950,0
"905","Martinique",1960,31.34796238
"906","Martinique",1970,769.3230769
"907","Martinique",1980,0
"908","Martinique",1990,140.216749
"909","Martinique",2000,2.663316583
"910","Martinique",2010,0.053191489
"911","Mauritania",1910,0
"912","Mauritania",1920,0
"913","Mauritania",1930,0
"914","Mauritania",1940,0
"915","Mauritania",1950,0
"916","Mauritania",1960,12146.6752
"917","Mauritania",1970,10550.78594
"918","Mauritania",1980,10438.96333
"919","Mauritania",1990,2216.038081
"920","Mauritania",2000,4141.924268
"921","Mauritania",2010,14415.94568
"922","Mauritius",1960,299.6687898
"923","Mauritius",1970,10661.07767
"924","Mauritius",1980,375.21623
"925","Mauritius",1990,99.37444003
"926","Mauritius",2000,8.735440932
"927","Mauritius",2010,237.4331812
"928","Mexico",1910,0.014523876
"929","Mexico",1920,0.110795951
"930","Mexico",1930,1.17782332
"931","Mexico",1940,1.340218363
"932","Mexico",1950,0.083694976
"933","Mexico",1960,80.31593771
"934","Mexico",1970,158.9703671
"935","Mexico",1980,368.3663916
"936","Mexico",1990,251.0699174
"937","Mexico",2000,628.873989
"938","Mexico",2010,622.3853591
"939","Micronesia",1980,0
"940","Micronesia",1990,0
"941","Micronesia",2000,0
"942","Micronesia",2010,0
"943","Moldova",1990,125.3249174
"944","Moldova",2000,6722.036912
"945","Moldova",2010,75.19430162
"946","Mongolia",1950,0
"947","Mongolia",1960,2368.421053
"948","Mongolia",1970,0
"949","Mongolia",1980,0
"950","Mongolia",1990,463.734195
"951","Mongolia",2000,12729.67795
"952","Mongolia",2010,4600.852014
"953","Montenegro",2000,24.739243
"954","Montenegro",2010,176.8325179
"955","Montserrat",1920,0
"956","Montserrat",1930,0
"957","Montserrat",1940,0
"958","Montserrat",1950,0
"959","Montserrat",1960,0
"960","Montserrat",1970,0
"961","Montserrat",1980,10945.45455
"962","Montserrat",1990,14444.44444
"963","Montserrat",2000,400
"964","Morocco",1900,0
"965","Morocco",1910,0
"966","Morocco",1920,0
"967","Morocco",1930,0
"968","Morocco",1940,0
"969","Morocco",1950,0
"970","Morocco",1960,79.85319935
"971","Morocco",1970,280.6375085
"972","Morocco",1980,5.821578345
"973","Morocco",1990,132.6290346
"974","Morocco",2000,23.36511027
"975","Morocco",2010,757.0240876
"976","Mozambique",1950,0
"977","Mozambique",1960,59.39653124
"978","Mozambique",1970,6591.869296
"979","Mozambique",1980,5085.055641
"980","Mozambique",1990,4626.146089
"981","Mozambique",2000,5219.322076
"982","Mozambique",2010,2304.865676
"983","Myanmar",1900,0
"984","Myanmar",1910,0
"985","Myanmar",1920,28.89278861
"986","Myanmar",1930,96.0180852
"987","Myanmar",1940,0
"988","Myanmar",1950,0
"989","Myanmar",1960,302.7816614
"990","Myanmar",1970,585.0052725
"991","Myanmar",1980,23.96625044
"992","Myanmar",1990,150.6609129
"993","Myanmar",2000,552.4145676
"994","Myanmar",2010,691.3798577
"995","Namibia",1980,0
"996","Namibia",1990,2891.390569
"997","Namibia",2000,4172.048034
"998","Namibia",2010,11183.56283
"999","Nepal",1950,0
"1000","Nepal",1960,18.85156863
"1001","Nepal",1970,3191.723417
"1002","Nepal",1980,694.2938247
"1003","Nepal",1990,411.9973186
"1004","Nepal",2000,1140.390963
"1005","Nepal",2010,2901.87617
"1006","Netherlands",1950,287.5766871
"1007","Netherlands",1960,0
"1008","Netherlands",1970,0
"1009","Netherlands",1980,0
"1010","Netherlands",1990,171.4857667
"1011","Netherlands",2000,0.000610986
"1012","Netherlands",2010,0
"1013","Netherlands Antilles",1950,0
"1014","Netherlands Antilles",1960,0
"1015","Netherlands Antilles",1970,0
"1016","Netherlands Antilles",1980,0
"1017","Netherlands Antilles",1990,0
"1018","New Caledonia",1930,0
"1019","New Caledonia",1940,0
"1020","New Caledonia",1950,0
"1021","New Caledonia",1960,0
"1022","New Caledonia",1970,0
"1023","New Caledonia",1980,136.0544218
"1024","New Caledonia",1990,0
"1025","New Caledonia",2000,48.0349345
"1026","New Zealand",1910,0
"1027","New Zealand",1920,0
"1028","New Zealand",1930,72.81903675
"1029","New Zealand",1940,0
"1030","New Zealand",1950,6.887645286
"1031","New Zealand",1960,21.65717691
"1032","New Zealand",1970,11.42521758
"1033","New Zealand",1980,85.45382777
"1034","New Zealand",1990,12.36309075
"1035","New Zealand",2000,23.81198101
"1036","New Zealand",2010,1413.414824
"1037","Nicaragua",1930,0
"1038","Nicaragua",1940,0
"1039","Nicaragua",1950,0
"1040","Nicaragua",1960,15.71743929
"1041","Nicaragua",1970,2969.093014
"1042","Nicaragua",1980,1174.577083
"1043","Nicaragua",1990,4072.699036
"1044","Nicaragua",2000,1033.991218
"1045","Nicaragua",2010,1901.964195
"1046","Niger",1900,0
"1047","Niger",1910,155.9414674
"1048","Niger",1920,0
"1049","Niger",1930,0
"1050","Niger",1940,0
"1051","Niger",1950,0
"1052","Niger",1960,0
"1053","Niger",1970,31.73973418
"1054","Niger",1980,7274.890028
"1055","Niger",1990,2147.899556
"1056","Niger",2000,10427.07687
"1057","Niger",2010,4573.498462
"1058","Nigeria",1970,0
"1059","Nigeria",1980,431.7333847
"1060","Nigeria",1990,74.09312054
"1061","Nigeria",2000,40.55149571
"1062","Nigeria",2010,633.2927154
"1063","North America",1900,14.60715855
"1064","North America",1910,7.427363178
"1065","North America",1920,0.827229126
"1066","North America",1930,2.41180666
"1067","North America",1940,0.392600064
"1068","North America",1950,18.48644118
"1069","North America",1960,61.04938335
"1070","North America",1970,380.5164731
"1071","North America",1980,366.1521741
"1072","North America",1990,548.8232566
"1073","North America",2000,1181.094119
"1074","North America",2010,3069.621767
"1075","North Korea",1980,10.32883903
"1076","North Korea",1990,4351.948755
"1077","North Korea",2000,996.5766983
"1078","North Korea",2010,15313.56274
"1079","North Macedonia",1990,57.96752233
"1080","North Macedonia",2000,5377.921939
"1081","North Macedonia",2010,768.3071521
"1082","Northern Mariana Islands",2000,86.81185723
"1083","Northern Mariana Islands",2010,64.28571429
"1084","Norway",1930,0
"1085","Norway",1940,0
"1086","Norway",1950,0
"1087","Norway",1960,0
"1088","Norway",1970,0
"1089","Norway",1980,0
"1090","Norway",1990,9.159606137
"1091","Norway",2000,4.859612292
"1092","Norway",2010,1.289371539
"1093","Oceania",1910,0
"1094","Oceania",1920,0
"1095","Oceania",1930,21.86553669
"1096","Oceania",1940,4.072494331
"1097","Oceania",1950,3.746097138
"1098","Oceania",1960,83.19907039
"1099","Oceania",1970,136.6948946
"1100","Oceania",1980,546.1067341
"1101","Oceania",1990,6138.348753
"1102","Oceania",2000,189.9004789
"1103","Oceania",2010,1504.180865
"1104","Oman",1970,67.44376278
"1105","Oman",1980,0
"1106","Oman",1990,0
"1107","Oman",2000,75.62832452
"1108","Oman",2010,15.10522944
"1109","Pakistan",1900,0
"1110","Pakistan",1910,0
"1111","Pakistan",1920,0
"1112","Pakistan",1930,9.802147188
"1113","Pakistan",1940,3.226737834
"1114","Pakistan",1950,0
"1115","Pakistan",1960,123.552506
"1116","Pakistan",1970,2029.165755
"1117","Pakistan",1980,134.013741
"1118","Pakistan",1990,1768.30684
"1119","Pakistan",2000,1098.556367
"1120","Pakistan",2010,2253.674762
"1121","Palau",2010,8583.333333
"1122","Palestine",2000,0
"1123","Palestine",2010,217.6993944
"1124","Panama",1960,23.2619245
"1125","Panama",1970,328.6152939
"1126","Panama",1980,449.6264593
"1127","Panama",1990,189.9505591
"1128","Panama",2000,291.3242463
"1129","Panama",2010,194.331774
"1130","Papua New Guinea",1930,48.71173693
"1131","Papua New Guinea",1940,0
"1132","Papua New Guinea",1950,14.91146319
"1133","Papua New Guinea",1960,8.865248227
"1134","Papua New Guinea",1970,14.44484369
"1135","Papua New Guinea",1980,224.1589432
"1136","Papua New Guinea",1990,1761.567861
"1137","Papua New Guinea",2000,483.7222647
"1138","Papua New Guinea",2010,4162.774734
"1139","Paraguay",1960,213.2739924
"1140","Paraguay",1970,720.3602534
"1141","Paraguay",1980,653.0116762
"1142","Paraguay",1990,985.6213941
"1143","Paraguay",2000,780.0747349
"1144","Paraguay",2010,4009.029403
"1145","Peru",1910,0
"1146","Peru",1920,0
"1147","Peru",1930,0
"1148","Peru",1940,5.416368062
"1149","Peru",1950,1.471309748
"1150","Peru",1960,361.2690086
"1151","Peru",1970,3900.316867
"1152","Peru",1980,572.6902654
"1153","Peru",1990,2161.059643
"1154","Peru",2000,2490.817725
"1155","Peru",2010,1359.752805
"1156","Philippines",1900,0
"1157","Philippines",1910,0.251273508
"1158","Philippines",1920,0
"1159","Philippines",1930,2.206699124
"1160","Philippines",1940,0
"1161","Philippines",1950,32.34931106
"1162","Philippines",1960,804.7785678
"1163","Philippines",1970,3880.371149
"1164","Philippines",1980,4813.040369
"1165","Philippines",1990,5610.963845
"1166","Philippines",2000,5502.003502
"1167","Philippines",2010,10090.7406
"1168","Poland",1920,0
"1169","Poland",1930,0
"1170","Poland",1940,0
"1171","Poland",1950,0
"1172","Poland",1960,0
"1173","Poland",1970,0.289259784
"1174","Poland",1980,6.446946719
"1175","Poland",1990,58.5547824
"1176","Poland",2000,5.454785686
"1177","Poland",2010,28.26883757
"1178","Portugal",1900,0
"1179","Portugal",1910,0
"1180","Portugal",1920,0
"1181","Portugal",1930,0
"1182","Portugal",1940,0
"1183","Portugal",1950,0
"1184","Portugal",1960,2.474607954
"1185","Portugal",1970,46.80674878
"1186","Portugal",1980,25.44560136
"1187","Portugal",1990,4.3964445
"1188","Portugal",2000,144.6304743
"1189","Portugal",2010,9.524924458
"1190","Puerto Rico",1910,0
"1191","Puerto Rico",1920,0
"1192","Puerto Rico",1930,0
"1193","Puerto Rico",1940,0
"1194","Puerto Rico",1950,0
"1195","Puerto Rico",1960,0
"1196","Puerto Rico",1970,14.77347341
"1197","Puerto Rico",1980,5.929439668
"1198","Puerto Rico",1990,435.7787105
"1199","Puerto Rico",2000,42.29666783
"1200","Puerto Rico",2010,2378.112196
"1201","Qatar",2010,5.391804457
"1202","Reunion",1940,0
"1203","Reunion",1950,0
"1204","Reunion",1960,0
"1205","Reunion",1970,20.32520325
"1206","Reunion",1980,311.1333936
"1207","Reunion",1990,0
"1208","Reunion",2000,50.04307085
"1209","Reunion",2010,5.357187693
"1210","Romania",1900,0
"1211","Romania",1910,0
"1212","Romania",1920,0
"1213","Romania",1930,0
"1214","Romania",1940,0
"1215","Romania",1950,0
"1216","Romania",1960,0
"1217","Romania",1970,752.6321426
"1218","Romania",1980,0.870170553
"1219","Romania",1990,78.23285547
"1220","Romania",2000,99.65190634
"1221","Romania",2010,15.19402031
"1222","Russia",1990,141.1672358
"1223","Russia",2000,135.9730667
"1224","Russia",2010,19.31973177
"1225","Rwanda",1970,8262.350472
"1226","Rwanda",1980,824.5382713
"1227","Rwanda",1990,1328.938853
"1228","Rwanda",2000,1225.811491
"1229","Rwanda",2010,80.41671333
"1230","Saint Barthelemy",2010,0
"1231","Saint Helena, Ascension and Tristan da Cunha",2000,0
"1232","Saint Kitts and Nevis",1920,0
"1233","Saint Kitts and Nevis",1930,0
"1234","Saint Kitts and Nevis",1940,0
"1235","Saint Kitts and Nevis",1950,0
"1236","Saint Kitts and Nevis",1960,0
"1237","Saint Kitts and Nevis",1970,0
"1238","Saint Kitts and Nevis",1980,325
"1239","Saint Kitts and Nevis",1990,3022.334642
"1240","Saint Kitts and Nevis",2000,0
"1241","Saint Kitts and Nevis",2010,96.15384615
"1242","Saint Lucia",1960,0
"1243","Saint Lucia",1970,0
"1244","Saint Lucia",1980,7023.563456
"1245","Saint Lucia",1990,76.37233018
"1246","Saint Lucia",2000,0
"1247","Saint Lucia",2010,13028.8269
"1248","Saint Martin (French Part)",2010,0
"1249","Saint Vincent and the Grenadines",1900,0
"1250","Saint Vincent and the Grenadines",1910,0
"1251","Saint Vincent and the Grenadines",1920,0
"1252","Saint Vincent and the Grenadines",1930,0
"1253","Saint Vincent and the Grenadines",1940,0
"1254","Saint Vincent and the Grenadines",1950,0
"1255","Saint Vincent and the Grenadines",1960,0
"1256","Saint Vincent and the Grenadines",1970,2219.78022
"1257","Saint Vincent and the Grenadines",1980,2158.141425
"1258","Saint Vincent and the Grenadines",1990,27.77777778
"1259","Saint Vincent and the Grenadines",2000,140.733945
"1260","Saint Vincent and the Grenadines",2010,4482.204383
"1261","Samoa",1960,7252.200368
"1262","Samoa",1970,0
"1263","Samoa",1980,126.5822785
"1264","Samoa",1990,17329.04384
"1265","Samoa",2000,301.8378378
"1266","Samoa",2010,672.1164021
"1267","Sao Tome and Principe",1980,9207.920792
"1268","Saudi Arabia",1960,2.138122728
"1269","Saudi Arabia",1970,0
"1270","Saudi Arabia",1980,3.811266103
"1271","Saudi Arabia",1990,0
"1272","Saudi Arabia",2000,9.780283007
"1273","Saudi Arabia",2010,1.249477985
"1274","Senegal",1910,0
"1275","Senegal",1920,0
"1276","Senegal",1930,0
"1277","Senegal",1940,0
"1278","Senegal",1950,0
"1279","Senegal",1960,3392.648387
"1280","Senegal",1970,9092.897323
"1281","Senegal",1980,2176.338645
"1282","Senegal",1990,447.8552875
"1283","Senegal",2000,741.8134859
"1284","Senegal",2010,1563.764062
"1285","Serbia",2000,17.70362748
"1286","Serbia",2010,231.2440817
"1287","Serbia-Montenegro",1990,0
"1288","Serbia-Montenegro",2000,0
"1289","Seychelles",1990,158.5897436
"1290","Seychelles",2000,1364.696223
"1291","Seychelles",2010,794.3891558
"1292","Sierra Leone",1970,32.92723082
"1293","Sierra Leone",1980,0
"1294","Sierra Leone",1990,463.7210754
"1295","Sierra Leone",2000,36.42337865
"1296","Sierra Leone",2010,66.74691292
"1297","Sint Maarten (Dutch part)",2010,1229.268293
"1298","Slovakia",1990,88.59112203
"1299","Slovakia",2000,19.89812928
"1300","Slovakia",2010,1.572908956
"1301","Slovenia",1990,3.522898842
"1302","Slovenia",2000,8.258888878
"1303","Slovenia",2010,312.5422261
"1304","Solomon Islands",1930,0
"1305","Solomon Islands",1940,0
"1306","Solomon Islands",1950,0
"1307","Solomon Islands",1960,84.25531915
"1308","Solomon Islands",1970,678.677156
"1309","Solomon Islands",1980,6636.790674
"1310","Solomon Islands",1990,2612.659847
"1311","Solomon Islands",2000,219.402686
"1312","Solomon Islands",2010,2457.158654
"1313","Somalia",1960,2332.555815
"1314","Somalia",1970,738.0096987
"1315","Somalia",1980,964.9161952
"1316","Somalia",1990,2966.747414
"1317","Somalia",2000,4141.838968
"1318","Somalia",2010,13897.65141
"1319","South Africa",1950,0
"1320","South Africa",1960,3.111265487
"1321","South Africa",1970,0.377629244
"1322","South Africa",1980,805.9237577
"1323","South Africa",1990,87.81128186
"1324","South Africa",2000,3223.648179
"1325","South Africa",2010,687.0214327
"1326","South America",1900,0
"1327","South America",1910,0
"1328","South America",1920,0
"1329","South America",1930,6.620627989
"1330","South America",1940,25.29768267
"1331","South America",1950,3.626487413
"1332","South America",1960,545.180422
"1333","South America",1970,1582.068852
"1334","South America",1980,1930.400642
"1335","South America",1990,646.5609637
"1336","South America",2000,653.5507316
"1337","South America",2010,1600.589932
"1338","South Korea",1930,0
"1339","South Korea",1940,0
"1340","South Korea",1950,0
"1341","South Korea",1960,1253.051433
"1342","South Korea",1970,371.501902
"1343","South Korea",1980,168.0805683
"1344","South Korea",1990,99.53120093
"1345","South Korea",2000,108.8371638
"1346","South Korea",2010,39.54345977
"1347","South Sudan",2000,4809.770606
"1348","South Sudan",2010,5209.871771
"1349","Soviet Union",1900,0
"1350","Soviet Union",1910,0
"1351","Soviet Union",1920,0
"1352","Soviet Union",1930,0
"1353","Soviet Union",1940,0
"1354","Soviet Union",1950,0
"1355","Soviet Union",1960,0
"1356","Soviet Union",1970,0
"1357","Soviet Union",1980,0
"1358","Soviet Union",1990,0
"1359","Spain",1940,0.046064142
"1360","Spain",1950,0.023898942
"1361","Spain",1960,0
"1362","Spain",1970,0.013373633
"1363","Spain",1980,207.6023163
"1364","Spain",1990,1536.054245
"1365","Spain",2000,1.962654912
"1366","Spain",2010,5.233528963
"1367","Sri Lanka",1950,272.0052225
"1368","Sri Lanka",1960,1518.803956
"1369","Sri Lanka",1970,868.0140145
"1370","Sri Lanka",1980,4679.085734
"1371","Sri Lanka",1990,1851.01648
"1372","Sri Lanka",2000,3244.813236
"1373","Sri Lanka",2010,5224.977718
"1374","Sudan",1970,193.419772
"1375","Sudan",1980,8506.678554
"1376","Sudan",1990,5815.285946
"1377","Sudan",2000,492.2300325
"1378","Sudan",2010,1537.505366
"1379","Suriname",1960,126.3736264
"1380","Suriname",1970,0
"1381","Suriname",1980,0
"1382","Suriname",1990,0
"1383","Suriname",2000,621.7032767
"1384","Sweden",1970,0.060598715
"1385","Sweden",1980,0
"1386","Sweden",1990,0
"1387","Sweden",2000,0
"1388","Sweden",2010,0
"1389","Switzerland",1950,0
"1390","Switzerland",1960,0.036435906
"1391","Switzerland",1970,0.078036092
"1392","Switzerland",1980,3.27319868
"1393","Switzerland",1990,0
"1394","Switzerland",2000,10.0421176
"1395","Switzerland",2010,0.362667287
"1396","Syria",1960,69.67427277
"1397","Syria",1970,281.4774132
"1398","Syria",1980,0
"1399","Syria",1990,205.4452354
"1400","Syria",2000,629.3304433
"1401","Syria",2010,139.6131927
"1402","Taiwan",1900,94.34527638
"1403","Taiwan",1910,7.515030869
"1404","Taiwan",1920,1.108049729
"1405","Taiwan",1930,506.8150152
"1406","Taiwan",1940,15.01457877
"1407","Taiwan",1950,16.13104486
"1408","Taiwan",1960,81.86024426
"1409","Taiwan",1970,22.01959749
"1410","Taiwan",1980,1.210622779
"1411","Taiwan",1990,244.2377787
"1412","Taiwan",2000,1302.58546
"1413","Taiwan",2010,21.01341112
"1414","Tajikistan",1910,0
"1415","Tajikistan",1920,0
"1416","Tajikistan",1930,0
"1417","Tajikistan",1940,0
"1418","Tajikistan",1950,0
"1419","Tajikistan",1960,0
"1420","Tajikistan",1970,0
"1421","Tajikistan",1980,0
"1422","Tajikistan",1990,656.2730177
"1423","Tajikistan",2000,9453.598169
"1424","Tajikistan",2010,105.458004
"1425","Tanzania",1960,100.8511558
"1426","Tanzania",1970,111.2476042
"1427","Tanzania",1980,1035.507796
"1428","Tanzania",1990,1455.143086
"1429","Tanzania",2000,1552.564326
"1430","Tanzania",2010,644.5948943
"1431","Thailand",1960,62.58196346
"1432","Thailand",1970,1155.462415
"1433","Thailand",1980,740.5432906
"1434","Thailand",1990,3685.445257
"1435","Thailand",2000,4331.120443
"1436","Thailand",2010,7243.972963
"1437","Timor",2000,133.9895068
"1438","Timor",2010,1001.160945
"1439","Togo",1960,0.084554679
"1440","Togo",1970,686.1848124
"1441","Togo",1980,1087.251971
"1442","Togo",1990,667.2965126
"1443","Togo",2000,315.8760981
"1444","Togo",2010,194.5623437
"1445","Tonga",1940,599.3766483
"1446","Tonga",1950,0
"1447","Tonga",1960,1250
"1448","Tonga",1970,1826.781609
"1449","Tonga",1980,15586.59574
"1450","Tonga",1990,1004.054259
"1451","Tonga",2000,1732.423469
"1452","Tonga",2010,8882.839566
"1453","Trinidad and Tobago",1930,0
"1454","Trinidad and Tobago",1940,0
"1455","Trinidad and Tobago",1950,0
"1456","Trinidad and Tobago",1960,0
"1457","Trinidad and Tobago",1970,502.0080321
"1458","Trinidad and Tobago",1980,0
"1459","Trinidad and Tobago",1990,11.58244138
"1460","Trinidad and Tobago",2000,13.64341085
"1461","Trinidad and Tobago",2010,1079.136691
"1462","Tunisia",1950,0
"1463","Tunisia",1960,594.7608977
"1464","Tunisia",1970,136.0376855
"1465","Tunisia",1980,47.82913531
"1466","Tunisia",1990,184.3988839
"1467","Tunisia",2000,33.46453916
"1468","Tunisia",2010,27.68965936
"1469","Turkey",1900,42.04064447
"1470","Turkey",1910,46.59287805
"1471","Turkey",1920,5.279409151
"1472","Turkey",1930,0.503324879
"1473","Turkey",1940,2.867537113
"1474","Turkey",1950,21.88794098
"1475","Turkey",1960,150.3953709
"1476","Turkey",1970,119.4243434
"1477","Turkey",1980,351.5159115
"1478","Turkey",1990,867.7167823
"1479","Turkey",2000,116.599684
"1480","Turkey",2010,9.370156808
"1481","Turkmenistan",1990,1.047120419
"1482","Turkmenistan",2000,0
"1483","Turks and Caicos Islands",1980,770
"1484","Turks and Caicos Islands",1990,0
"1485","Turks and Caicos Islands",2000,557.9450418
"1486","Turks and Caicos Islands",2010,0
"1487","Tuvalu",1970,1166.666667
"1488","Tuvalu",1980,0
"1489","Tuvalu",1990,944.4444444
"1490","Tuvalu",2000,0
"1491","Tuvalu",2010,4193.636364
"1492","Uganda",1960,35.90804637
"1493","Uganda",1970,414.2158893
"1494","Uganda",1980,385.5312326
"1495","Uganda",1990,464.4727677
"1496","Uganda",2000,1113.196315
"1497","Uganda",2010,291.8278967
"1498","Ukraine",1990,404.4055904
"1499","Ukraine",2000,137.833425
"1500","Ukraine",2010,28.79336064
"1501","United Arab Emirates",2010,0.198165911
"1502","United Kingdom",1950,0
"1503","United Kingdom",1960,0.126965701
"1504","United Kingdom",1970,0
"1505","United Kingdom",1980,0.00213231
"1506","United Kingdom",1990,45.6722648
"1507","United Kingdom",2000,66.64876148
"1508","United Kingdom",2010,13.84184582
"1509","United States",1900,9.694653051
"1510","United States",1910,0
"1511","United States",1920,0
"1512","United States",1930,0
"1513","United States",1940,0
"1514","United States",1950,0.028787378
"1515","United States",1960,0.072320556
"1516","United States",1970,0.543575161
"1517","United States",1980,52.74951861
"1518","United States",1990,158.8842752
"1519","United States",2000,695.7111101
"1520","United States",2010,2745.1253
"1521","United States Virgin Islands",1980,961.5384615
"1522","United States Virgin Islands",1990,934.5794393
"1523","United States Virgin Islands",2000,0
"1524","United States Virgin Islands",2010,0
"1525","Upper middle income",1900,2.714867138
"1526","Upper middle income",1910,52.72155901
"1527","Upper middle income",1920,265.7359449
"1528","Upper middle income",1930,160.4661489
"1529","Upper middle income",1940,4.306423726
"1530","Upper middle income",1950,102.4079101
"1531","Upper middle income",1960,87.25121516
"1532","Upper middle income",1970,395.2418343
"1533","Upper middle income",1980,1429.394431
"1534","Upper middle income",1990,5753.204083
"1535","Upper middle income",2000,4998.777356
"1536","Upper middle income",2010,2597.686044
"1537","Uruguay",1960,138.4109091
"1538","Uruguay",1970,0
"1539","Uruguay",1980,61.03596173
"1540","Uruguay",1990,58.79516482
"1541","Uruguay",2000,422.3747634
"1542","Uruguay",2010,223.9561796
"1543","Uzbekistan",1990,23.57894737
"1544","Uzbekistan",2000,242.7960821
"1545","Uzbekistan",2010,0
"1546","Vanuatu",1940,0
"1547","Vanuatu",1950,0
"1548","Vanuatu",1960,0
"1549","Vanuatu",1970,0
"1550","Vanuatu",1980,13265.71503
"1551","Vanuatu",1990,1739.12425
"1552","Vanuatu",2000,3832.196115
"1553","Vanuatu",2010,9951.560662
"1554","Venezuela",1950,0
"1555","Venezuela",1960,100.9034749
"1556","Venezuela",1970,0
"1557","Venezuela",1980,25.22393915
"1558","Venezuela",1990,264.7068732
"1559","Venezuela",2000,53.60239929
"1560","Venezuela",2010,57.81282199
"1561","Vietnam",1950,0
"1562","Vietnam",1960,240.6062621
"1563","Vietnam",1970,875.6639352
"1564","Vietnam",1980,5796.699641
"1565","Vietnam",1990,2238.542114
"1566","Vietnam",2000,2516.600864
"1567","Vietnam",2010,1933.88972
"1568","Wallis and Futuna",1960,0
"1569","Wallis and Futuna",1970,0
"1570","Wallis and Futuna",1980,3214.285714
"1571","Wallis and Futuna",1990,14.28571429
"1572","Wallis and Futuna",2000,0
"1573","Wallis and Futuna",2010,1043.333333
"1574","Yemen",1990,243.5680366
"1575","Yemen",2000,14.55107132
"1576","Yemen",2010,111.2877034
"1577","Yugoslavia",1940,0
"1578","Yugoslavia",1950,0
"1579","Yugoslavia",1960,0
"1580","Yugoslavia",1970,0
"1581","Yugoslavia",1980,0
"1582","Yugoslavia",1990,0
"1583","Zambia",1970,56.51060717
"1584","Zambia",1980,1023.017903
"1585","Zambia",1990,4832.460396
"1586","Zambia",2000,3504.179714
"1587","Zambia",2010,811.1938967
"1588","Zimbabwe",1970,0
"1589","Zimbabwe",1980,0
"1590","Zimbabwe",1990,4839.76525
"1591","Zimbabwe",2000,7023.254487
"1592","Zimbabwe",2010,9656.191875
