"","Entity","Year","Disasters","Deaths"
"1","Afghanistan",1950,"Drought",0
"2","Afghanistan",1950,"Earthquakes",210
"3","Afghanistan",1950,"VolcanicActivities",0
"4","Afghanistan",1950,"Floods",5.1
"5","Afghanistan",1950,"MassMovements",0
"6","Afghanistan",1950,"Storms",0
"7","Afghanistan",1950,"Landslides",0
"8","Afghanistan",1950,"Fog",0
"9","Afghanistan",1950,"Wildfires",0
"10","Afghanistan",1950,"ExtremeTemperature",0
"11","Afghanistan",1950,"GlacialLakeOutbursts",0
"12","Afghanistan",1960,"Drought",0
"13","Afghanistan",1960,"Earthquakes",0
"14","Afghanistan",1960,"VolcanicActivities",0
"15","Afghanistan",1960,"Floods",10.7
"16","Afghanistan",1960,"MassMovements",0
"17","Afghanistan",1960,"Storms",0
"18","Afghanistan",1960,"Landslides",0
"19","Afghanistan",1960,"Fog",0
"20","Afghanistan",1960,"Wildfires",0
"21","Afghanistan",1960,"ExtremeTemperature",0
"22","Afghanistan",1960,"GlacialLakeOutbursts",0
"23","Afghanistan",1970,"Drought",0
"24","Afghanistan",1970,"Earthquakes",6.1
"25","Afghanistan",1970,"VolcanicActivities",0
"26","Afghanistan",1970,"Floods",32.1
"27","Afghanistan",1970,"MassMovements",0
"28","Afghanistan",1970,"Storms",0
"29","Afghanistan",1970,"Landslides",10
"30","Afghanistan",1970,"Fog",0
"31","Afghanistan",1970,"Wildfires",0
"32","Afghanistan",1970,"ExtremeTemperature",0
"33","Afghanistan",1970,"GlacialLakeOutbursts",0
"34","Afghanistan",1980,"Drought",0
"35","Afghanistan",1980,"Earthquakes",51.3
"36","Afghanistan",1980,"VolcanicActivities",0
"37","Afghanistan",1980,"Floods",0
"38","Afghanistan",1980,"MassMovements",0
"39","Afghanistan",1980,"Storms",0
"40","Afghanistan",1980,"Landslides",7
"41","Afghanistan",1980,"Fog",0
"42","Afghanistan",1980,"Wildfires",0
"43","Afghanistan",1980,"ExtremeTemperature",0
"44","Afghanistan",1980,"GlacialLakeOutbursts",0
"45","Afghanistan",1990,"Drought",0
"46","Afghanistan",1990,"Earthquakes",742.6
"47","Afghanistan",1990,"VolcanicActivities",0
"48","Afghanistan",1990,"Floods",199
"49","Afghanistan",1990,"MassMovements",0
"50","Afghanistan",1990,"Storms",1
"51","Afghanistan",1990,"Landslides",73.9
"52","Afghanistan",1990,"Fog",0
"53","Afghanistan",1990,"Wildfires",0
"54","Afghanistan",1990,"ExtremeTemperature",22.4
"55","Afghanistan",1990,"GlacialLakeOutbursts",0
"56","Afghanistan",2000,"Drought",3.7
"57","Afghanistan",2000,"Earthquakes",123.6
"58","Afghanistan",2000,"VolcanicActivities",0
"59","Afghanistan",2000,"Floods",117.5
"60","Afghanistan",2000,"MassMovements",0
"61","Afghanistan",2000,"Storms",33.1
"62","Afghanistan",2000,"Landslides",4.3
"63","Afghanistan",2000,"Fog",0
"64","Afghanistan",2000,"Wildfires",0
"65","Afghanistan",2000,"ExtremeTemperature",166.5
"66","Afghanistan",2000,"GlacialLakeOutbursts",0
"67","Afghanistan",2010,"Drought",0
"68","Afghanistan",2010,"Earthquakes",21.7
"69","Afghanistan",2010,"VolcanicActivities",0
"70","Afghanistan",2010,"Floods",137
"71","Afghanistan",2010,"MassMovements",0
"72","Afghanistan",2010,"Storms",15.1
"73","Afghanistan",2010,"Landslides",84.8
"74","Afghanistan",2010,"Fog",0
"75","Afghanistan",2010,"Wildfires",0
"76","Afghanistan",2010,"ExtremeTemperature",4.5
"77","Afghanistan",2010,"GlacialLakeOutbursts",0
"78","Africa",1900,"Drought",1100
"79","Africa",1900,"Earthquakes",10
"80","Africa",1900,"VolcanicActivities",1.7
"81","Africa",1900,"Floods",0
"82","Africa",1900,"MassMovements",0
"83","Africa",1900,"Storms",0
"84","Africa",1900,"Landslides",0
"85","Africa",1900,"Fog",0
"86","Africa",1900,"Wildfires",0
"87","Africa",1900,"ExtremeTemperature",0
"88","Africa",1900,"GlacialLakeOutbursts",0
"89","Africa",1910,"Drought",8500
"90","Africa",1910,"Earthquakes",1.2
"91","Africa",1910,"VolcanicActivities",0
"92","Africa",1910,"Floods",0
"93","Africa",1910,"MassMovements",0
"94","Africa",1910,"Storms",0
"95","Africa",1910,"Landslides",0
"96","Africa",1910,"Fog",0
"97","Africa",1910,"Wildfires",0
"98","Africa",1910,"ExtremeTemperature",0
"99","Africa",1910,"GlacialLakeOutbursts",0
"100","Africa",1920,"Drought",2400
"101","Africa",1920,"Earthquakes",1.2
"102","Africa",1920,"VolcanicActivities",0
"103","Africa",1920,"Floods",300
"104","Africa",1920,"MassMovements",0
"105","Africa",1920,"Storms",0
"106","Africa",1920,"Landslides",0
"107","Africa",1920,"Fog",0
"108","Africa",1920,"Wildfires",0
"109","Africa",1920,"ExtremeTemperature",0
"110","Africa",1920,"GlacialLakeOutbursts",0
"111","Africa",1930,"Drought",0
"112","Africa",1930,"Earthquakes",2.2
"113","Africa",1930,"VolcanicActivities",0
"114","Africa",1930,"Floods",0
"115","Africa",1930,"MassMovements",0
"116","Africa",1930,"Storms",0
"117","Africa",1930,"Landslides",0
"118","Africa",1930,"Fog",0
"119","Africa",1930,"Wildfires",0
"120","Africa",1930,"ExtremeTemperature",0
"121","Africa",1930,"GlacialLakeOutbursts",0
"122","Africa",1940,"Drought",5000
"123","Africa",1940,"Earthquakes",27.6
"124","Africa",1940,"VolcanicActivities",0
"125","Africa",1940,"Floods",0
"126","Africa",1940,"MassMovements",0
"127","Africa",1940,"Storms",16.5
"128","Africa",1940,"Landslides",0
"129","Africa",1940,"Fog",0
"130","Africa",1940,"Wildfires",0
"131","Africa",1940,"ExtremeTemperature",0
"132","Africa",1940,"GlacialLakeOutbursts",0
"133","Africa",1950,"Drought",0
"134","Africa",1950,"Earthquakes",128.3
"135","Africa",1950,"VolcanicActivities",0
"136","Africa",1950,"Floods",23.7
"137","Africa",1950,"MassMovements",0
"138","Africa",1950,"Storms",64.2
"139","Africa",1950,"Landslides",0
"140","Africa",1950,"Fog",0
"141","Africa",1950,"Wildfires",0
"142","Africa",1950,"ExtremeTemperature",0
"143","Africa",1950,"GlacialLakeOutbursts",0
"144","Africa",1960,"Drought",205
"145","Africa",1960,"Earthquakes",1257.7
"146","Africa",1960,"VolcanicActivities",0
"147","Africa",1960,"Floods",134.3
"148","Africa",1960,"MassMovements",0
"149","Africa",1960,"Storms",15.2
"150","Africa",1960,"Landslides",30.8
"151","Africa",1960,"Fog",0
"152","Africa",1960,"Wildfires",0
"153","Africa",1960,"ExtremeTemperature",0
"154","Africa",1960,"GlacialLakeOutbursts",0
"155","Africa",1970,"Drought",11900
"156","Africa",1970,"Earthquakes",0
"157","Africa",1970,"VolcanicActivities",21.2
"158","Africa",1970,"Floods",132.8
"159","Africa",1970,"MassMovements",0
"160","Africa",1970,"Storms",41.5
"161","Africa",1970,"Landslides",0
"162","Africa",1970,"Fog",0
"163","Africa",1970,"Wildfires",0.2
"164","Africa",1970,"ExtremeTemperature",0
"165","Africa",1970,"GlacialLakeOutbursts",0
"166","Africa",1980,"Drought",55495.4
"167","Africa",1980,"Earthquakes",297
"168","Africa",1980,"VolcanicActivities",178.3
"169","Africa",1980,"Floods",165
"170","Africa",1980,"MassMovements",7.7
"171","Africa",1980,"Storms",108
"172","Africa",1980,"Landslides",1.1
"173","Africa",1980,"Fog",0
"174","Africa",1980,"Wildfires",0.4
"175","Africa",1980,"ExtremeTemperature",0
"176","Africa",1980,"GlacialLakeOutbursts",0
"177","Africa",1990,"Drought",23.9
"178","Africa",1990,"Earthquakes",79.9
"179","Africa",1990,"VolcanicActivities",0
"180","Africa",1990,"Floods",731.7
"181","Africa",1990,"MassMovements",4.7
"182","Africa",1990,"Storms",113
"183","Africa",1990,"Landslides",17.8
"184","Africa",1990,"Fog",0
"185","Africa",1990,"Wildfires",10.6
"186","Africa",1990,"ExtremeTemperature",10.2
"187","Africa",1990,"GlacialLakeOutbursts",0
"188","Africa",2000,"Drought",88.8
"189","Africa",2000,"Earthquakes",333.5
"190","Africa",2000,"VolcanicActivities",20.6
"191","Africa",2000,"Floods",794.8
"192","Africa",2000,"MassMovements",9.8
"193","Africa",2000,"Storms",127.3
"194","Africa",2000,"Landslides",20.2
"195","Africa",2000,"Fog",0
"196","Africa",2000,"Wildfires",15.4
"197","Africa",2000,"ExtremeTemperature",12.5
"198","Africa",2000,"GlacialLakeOutbursts",0
"199","Africa",2010,"Drought",2000
"200","Africa",2010,"Earthquakes",3.1
"201","Africa",2010,"VolcanicActivities",0
"202","Africa",2010,"Floods",724.5
"203","Africa",2010,"MassMovements",0
"204","Africa",2010,"Storms",291.6
"205","Africa",2010,"Landslides",242.5
"206","Africa",2010,"Fog",0
"207","Africa",2010,"Wildfires",7.1
"208","Africa",2010,"ExtremeTemperature",14.5
"209","Africa",2010,"GlacialLakeOutbursts",0
"210","Albania",1900,"Drought",0
"211","Albania",1900,"Earthquakes",12
"212","Albania",1900,"VolcanicActivities",0
"213","Albania",1900,"Floods",0
"214","Albania",1900,"MassMovements",0
"215","Albania",1900,"Storms",0
"216","Albania",1900,"Landslides",0
"217","Albania",1900,"Fog",0
"218","Albania",1900,"Wildfires",0
"219","Albania",1900,"ExtremeTemperature",0
"220","Albania",1900,"GlacialLakeOutbursts",0
"221","Albania",1910,"Drought",0
"222","Albania",1910,"Earthquakes",0
"223","Albania",1910,"VolcanicActivities",0
"224","Albania",1910,"Floods",0
"225","Albania",1910,"MassMovements",0
"226","Albania",1910,"Storms",0
"227","Albania",1910,"Landslides",0
"228","Albania",1910,"Fog",0
"229","Albania",1910,"Wildfires",0
"230","Albania",1910,"ExtremeTemperature",0
"231","Albania",1910,"GlacialLakeOutbursts",0
"232","Albania",1920,"Drought",0
"233","Albania",1920,"Earthquakes",20
"234","Albania",1920,"VolcanicActivities",0
"235","Albania",1920,"Floods",0
"236","Albania",1920,"MassMovements",0
"237","Albania",1920,"Storms",0
"238","Albania",1920,"Landslides",0
"239","Albania",1920,"Fog",0
"240","Albania",1920,"Wildfires",0
"241","Albania",1920,"ExtremeTemperature",0
"242","Albania",1920,"GlacialLakeOutbursts",0
"243","Albania",1930,"Drought",0
"244","Albania",1930,"Earthquakes",15
"245","Albania",1930,"VolcanicActivities",0
"246","Albania",1930,"Floods",0
"247","Albania",1930,"MassMovements",0
"248","Albania",1930,"Storms",0
"249","Albania",1930,"Landslides",0
"250","Albania",1930,"Fog",0
"251","Albania",1930,"Wildfires",0
"252","Albania",1930,"ExtremeTemperature",0
"253","Albania",1930,"GlacialLakeOutbursts",0
"254","Albania",1940,"Drought",0
"255","Albania",1940,"Earthquakes",4.3
"256","Albania",1940,"VolcanicActivities",0
"257","Albania",1940,"Floods",0
"258","Albania",1940,"MassMovements",0
"259","Albania",1940,"Storms",0
"260","Albania",1940,"Landslides",0
"261","Albania",1940,"Fog",0
"262","Albania",1940,"Wildfires",0
"263","Albania",1940,"ExtremeTemperature",0
"264","Albania",1940,"GlacialLakeOutbursts",0
"265","Albania",1950,"Drought",0
"266","Albania",1950,"Earthquakes",0
"267","Albania",1950,"VolcanicActivities",0
"268","Albania",1950,"Floods",0
"269","Albania",1950,"MassMovements",0
"270","Albania",1950,"Storms",0
"271","Albania",1950,"Landslides",0
"272","Albania",1950,"Fog",0
"273","Albania",1950,"Wildfires",0
"274","Albania",1950,"ExtremeTemperature",0
"275","Albania",1950,"GlacialLakeOutbursts",0
"276","Albania",1960,"Drought",0
"277","Albania",1960,"Earthquakes",2.6
"278","Albania",1960,"VolcanicActivities",0
"279","Albania",1960,"Floods",0
"280","Albania",1960,"MassMovements",0
"281","Albania",1960,"Storms",0
"282","Albania",1960,"Landslides",0
"283","Albania",1960,"Fog",0
"284","Albania",1960,"Wildfires",0
"285","Albania",1960,"ExtremeTemperature",0
"286","Albania",1960,"GlacialLakeOutbursts",0
"287","Albania",1970,"Drought",0
"288","Albania",1970,"Earthquakes",3.5
"289","Albania",1970,"VolcanicActivities",0
"290","Albania",1970,"Floods",0
"291","Albania",1970,"MassMovements",0
"292","Albania",1970,"Storms",0
"293","Albania",1970,"Landslides",0
"294","Albania",1970,"Fog",0
"295","Albania",1970,"Wildfires",0
"296","Albania",1970,"ExtremeTemperature",0
"297","Albania",1970,"GlacialLakeOutbursts",0
"298","Albania",1980,"Drought",0
"299","Albania",1980,"Earthquakes",0.1
"300","Albania",1980,"VolcanicActivities",0
"301","Albania",1980,"Floods",0
"302","Albania",1980,"MassMovements",0
"303","Albania",1980,"Storms",0
"304","Albania",1980,"Landslides",5.7
"305","Albania",1980,"Fog",0
"306","Albania",1980,"Wildfires",0
"307","Albania",1980,"ExtremeTemperature",6.8
"308","Albania",1980,"GlacialLakeOutbursts",0
"309","Albania",1990,"Drought",0
"310","Albania",1990,"Earthquakes",0
"311","Albania",1990,"VolcanicActivities",0
"312","Albania",1990,"Floods",1.5
"313","Albania",1990,"MassMovements",0
"314","Albania",1990,"Storms",0
"315","Albania",1990,"Landslides",0
"316","Albania",1990,"Fog",0
"317","Albania",1990,"Wildfires",0
"318","Albania",1990,"ExtremeTemperature",0
"319","Albania",1990,"GlacialLakeOutbursts",0
"320","Albania",2000,"Drought",0
"321","Albania",2000,"Earthquakes",0
"322","Albania",2000,"VolcanicActivities",0
"323","Albania",2000,"Floods",0.4
"324","Albania",2000,"MassMovements",0
"325","Albania",2000,"Storms",0.8
"326","Albania",2000,"Landslides",0
"327","Albania",2000,"Fog",0
"328","Albania",2000,"Wildfires",0
"329","Albania",2000,"ExtremeTemperature",0.3
"330","Albania",2000,"GlacialLakeOutbursts",0
"331","Albania",2010,"Drought",0
"332","Albania",2010,"Earthquakes",5.1
"333","Albania",2010,"VolcanicActivities",0
"334","Albania",2010,"Floods",0.4
"335","Albania",2010,"MassMovements",0
"336","Albania",2010,"Storms",0
"337","Albania",2010,"Landslides",0
"338","Albania",2010,"Fog",0
"339","Albania",2010,"Wildfires",0
"340","Albania",2010,"ExtremeTemperature",1.1
"341","Albania",2010,"GlacialLakeOutbursts",0
"342","Algeria",1910,"Drought",0
"343","Algeria",1910,"Earthquakes",1.2
"344","Algeria",1910,"VolcanicActivities",0
"345","Algeria",1910,"Floods",0
"346","Algeria",1910,"MassMovements",0
"347","Algeria",1910,"Storms",0
"348","Algeria",1910,"Landslides",0
"349","Algeria",1910,"Fog",0
"350","Algeria",1910,"Wildfires",0
"351","Algeria",1910,"ExtremeTemperature",0
"352","Algeria",1910,"GlacialLakeOutbursts",0
"353","Algeria",1920,"Drought",0
"354","Algeria",1920,"Earthquakes",0
"355","Algeria",1920,"VolcanicActivities",0
"356","Algeria",1920,"Floods",300
"357","Algeria",1920,"MassMovements",0
"358","Algeria",1920,"Storms",0
"359","Algeria",1920,"Landslides",0
"360","Algeria",1920,"Fog",0
"361","Algeria",1920,"Wildfires",0
"362","Algeria",1920,"ExtremeTemperature",0
"363","Algeria",1920,"GlacialLakeOutbursts",0
"364","Algeria",1930,"Drought",0
"365","Algeria",1930,"Earthquakes",0
"366","Algeria",1930,"VolcanicActivities",0
"367","Algeria",1930,"Floods",0
"368","Algeria",1930,"MassMovements",0
"369","Algeria",1930,"Storms",0
"370","Algeria",1930,"Landslides",0
"371","Algeria",1930,"Fog",0
"372","Algeria",1930,"Wildfires",0
"373","Algeria",1930,"ExtremeTemperature",0
"374","Algeria",1930,"GlacialLakeOutbursts",0
"375","Algeria",1940,"Drought",0
"376","Algeria",1940,"Earthquakes",27.6
"377","Algeria",1940,"VolcanicActivities",0
"378","Algeria",1940,"Floods",0
"379","Algeria",1940,"MassMovements",0
"380","Algeria",1940,"Storms",0
"381","Algeria",1940,"Landslides",0
"382","Algeria",1940,"Fog",0
"383","Algeria",1940,"Wildfires",0
"384","Algeria",1940,"ExtremeTemperature",0
"385","Algeria",1940,"GlacialLakeOutbursts",0
"386","Algeria",1950,"Drought",0
"387","Algeria",1950,"Earthquakes",125
"388","Algeria",1950,"VolcanicActivities",0
"389","Algeria",1950,"Floods",2.5
"390","Algeria",1950,"MassMovements",0
"391","Algeria",1950,"Storms",0
"392","Algeria",1950,"Landslides",0
"393","Algeria",1950,"Fog",0
"394","Algeria",1950,"Wildfires",0
"395","Algeria",1950,"ExtremeTemperature",0
"396","Algeria",1950,"GlacialLakeOutbursts",0
"397","Algeria",1960,"Drought",0
"398","Algeria",1960,"Earthquakes",6.9
"399","Algeria",1960,"VolcanicActivities",0
"400","Algeria",1960,"Floods",15.3
"401","Algeria",1960,"MassMovements",0
"402","Algeria",1960,"Storms",0
"403","Algeria",1960,"Landslides",0
"404","Algeria",1960,"Fog",0
"405","Algeria",1960,"Wildfires",0
"406","Algeria",1960,"ExtremeTemperature",0
"407","Algeria",1960,"GlacialLakeOutbursts",0
"408","Algeria",1970,"Drought",0
"409","Algeria",1970,"Earthquakes",0
"410","Algeria",1970,"VolcanicActivities",0
"411","Algeria",1970,"Floods",3.2
"412","Algeria",1970,"MassMovements",0
"413","Algeria",1970,"Storms",0
"414","Algeria",1970,"Landslides",0
"415","Algeria",1970,"Fog",0
"416","Algeria",1970,"Wildfires",0
"417","Algeria",1970,"ExtremeTemperature",0
"418","Algeria",1970,"GlacialLakeOutbursts",0
"419","Algeria",1980,"Drought",0
"420","Algeria",1980,"Earthquakes",268.6
"421","Algeria",1980,"VolcanicActivities",0
"422","Algeria",1980,"Floods",16
"423","Algeria",1980,"MassMovements",0
"424","Algeria",1980,"Storms",0
"425","Algeria",1980,"Landslides",0
"426","Algeria",1980,"Fog",0
"427","Algeria",1980,"Wildfires",0
"428","Algeria",1980,"ExtremeTemperature",0
"429","Algeria",1980,"GlacialLakeOutbursts",0
"430","Algeria",1990,"Drought",0
"431","Algeria",1990,"Earthquakes",19.3
"432","Algeria",1990,"VolcanicActivities",0
"433","Algeria",1990,"Floods",10.3
"434","Algeria",1990,"MassMovements",0
"435","Algeria",1990,"Storms",0
"436","Algeria",1990,"Landslides",1.5
"437","Algeria",1990,"Fog",0
"438","Algeria",1990,"Wildfires",2.2
"439","Algeria",1990,"ExtremeTemperature",0
"440","Algeria",1990,"GlacialLakeOutbursts",0
"441","Algeria",2000,"Drought",0
"442","Algeria",2000,"Earthquakes",227.9
"443","Algeria",2000,"VolcanicActivities",0
"444","Algeria",2000,"Floods",131.2
"445","Algeria",2000,"MassMovements",0
"446","Algeria",2000,"Storms",2.7
"447","Algeria",2000,"Landslides",0
"448","Algeria",2000,"Fog",0
"449","Algeria",2000,"Wildfires",0.8
"450","Algeria",2000,"ExtremeTemperature",4
"451","Algeria",2000,"GlacialLakeOutbursts",0
"452","Algeria",2010,"Drought",0
"453","Algeria",2010,"Earthquakes",0.6
"454","Algeria",2010,"VolcanicActivities",0
"455","Algeria",2010,"Floods",9.7
"456","Algeria",2010,"MassMovements",0
"457","Algeria",2010,"Storms",0
"458","Algeria",2010,"Landslides",0
"459","Algeria",2010,"Fog",0
"460","Algeria",2010,"Wildfires",0
"461","Algeria",2010,"ExtremeTemperature",0.8
"462","Algeria",2010,"GlacialLakeOutbursts",0
"463","American Samoa",1960,"Drought",0
"464","American Samoa",1960,"Earthquakes",0
"465","American Samoa",1960,"VolcanicActivities",0
"466","American Samoa",1960,"Floods",0
"467","American Samoa",1960,"MassMovements",0
"468","American Samoa",1960,"Storms",9
"469","American Samoa",1960,"Landslides",0
"470","American Samoa",1960,"Fog",0
"471","American Samoa",1960,"Wildfires",0
"472","American Samoa",1960,"ExtremeTemperature",0
"473","American Samoa",1960,"GlacialLakeOutbursts",0
"474","American Samoa",1970,"Drought",0
"475","American Samoa",1970,"Earthquakes",0
"476","American Samoa",1970,"VolcanicActivities",0
"477","American Samoa",1970,"Floods",0
"478","American Samoa",1970,"MassMovements",0
"479","American Samoa",1970,"Storms",0
"480","American Samoa",1970,"Landslides",0
"481","American Samoa",1970,"Fog",0
"482","American Samoa",1970,"Wildfires",0
"483","American Samoa",1970,"ExtremeTemperature",0
"484","American Samoa",1970,"GlacialLakeOutbursts",0
"485","American Samoa",1980,"Drought",0
"486","American Samoa",1980,"Earthquakes",0
"487","American Samoa",1980,"VolcanicActivities",0
"488","American Samoa",1980,"Floods",0
"489","American Samoa",1980,"MassMovements",0
"490","American Samoa",1980,"Storms",0
"491","American Samoa",1980,"Landslides",0
"492","American Samoa",1980,"Fog",0
"493","American Samoa",1980,"Wildfires",0
"494","American Samoa",1980,"ExtremeTemperature",0
"495","American Samoa",1980,"GlacialLakeOutbursts",0
"496","American Samoa",1990,"Drought",0
"497","American Samoa",1990,"Earthquakes",0
"498","American Samoa",1990,"VolcanicActivities",0
"499","American Samoa",1990,"Floods",0
"500","American Samoa",1990,"MassMovements",0
"501","American Samoa",1990,"Storms",0
"502","American Samoa",1990,"Landslides",0
"503","American Samoa",1990,"Fog",0
"504","American Samoa",1990,"Wildfires",0
"505","American Samoa",1990,"ExtremeTemperature",0
"506","American Samoa",1990,"GlacialLakeOutbursts",0
"507","American Samoa",2000,"Drought",0
"508","American Samoa",2000,"Earthquakes",3.4
"509","American Samoa",2000,"VolcanicActivities",0
"510","American Samoa",2000,"Floods",0.6
"511","American Samoa",2000,"MassMovements",0
"512","American Samoa",2000,"Storms",0
"513","American Samoa",2000,"Landslides",0
"514","American Samoa",2000,"Fog",0
"515","American Samoa",2000,"Wildfires",0
"516","American Samoa",2000,"ExtremeTemperature",0
"517","American Samoa",2000,"GlacialLakeOutbursts",0
"518","Angola",1980,"Drought",0
"519","Angola",1980,"Earthquakes",0
"520","Angola",1980,"VolcanicActivities",0
"521","Angola",1980,"Floods",0
"522","Angola",1980,"MassMovements",0
"523","Angola",1980,"Storms",0
"524","Angola",1980,"Landslides",0
"525","Angola",1980,"Fog",0
"526","Angola",1980,"Wildfires",0
"527","Angola",1980,"ExtremeTemperature",0
"528","Angola",1980,"GlacialLakeOutbursts",0
"529","Angola",1990,"Drought",0
"530","Angola",1990,"Earthquakes",0
"531","Angola",1990,"VolcanicActivities",0
"532","Angola",1990,"Floods",0
"533","Angola",1990,"MassMovements",0
"534","Angola",1990,"Storms",0
"535","Angola",1990,"Landslides",0
"536","Angola",1990,"Fog",0
"537","Angola",1990,"Wildfires",0
"538","Angola",1990,"ExtremeTemperature",0
"539","Angola",1990,"GlacialLakeOutbursts",0
"540","Angola",2000,"Drought",5.8
"541","Angola",2000,"Earthquakes",0
"542","Angola",2000,"VolcanicActivities",0
"543","Angola",2000,"Floods",32.8
"544","Angola",2000,"MassMovements",0
"545","Angola",2000,"Storms",0
"546","Angola",2000,"Landslides",1.3
"547","Angola",2000,"Fog",0
"548","Angola",2000,"Wildfires",0
"549","Angola",2000,"ExtremeTemperature",0
"550","Angola",2000,"GlacialLakeOutbursts",0
"551","Angola",2010,"Drought",0
"552","Angola",2010,"Earthquakes",0
"553","Angola",2010,"VolcanicActivities",0
"554","Angola",2010,"Floods",44.2
"555","Angola",2010,"MassMovements",0
"556","Angola",2010,"Storms",0
"557","Angola",2010,"Landslides",0
"558","Angola",2010,"Fog",0
"559","Angola",2010,"Wildfires",0
"560","Angola",2010,"ExtremeTemperature",0
"561","Angola",2010,"GlacialLakeOutbursts",0
"562","Anguilla",1910,"Drought",0
"563","Anguilla",1910,"Earthquakes",0
"564","Anguilla",1910,"VolcanicActivities",0
"565","Anguilla",1910,"Floods",0
"566","Anguilla",1910,"MassMovements",0
"567","Anguilla",1910,"Storms",0
"568","Anguilla",1910,"Landslides",0
"569","Anguilla",1910,"Fog",0
"570","Anguilla",1910,"Wildfires",0
"571","Anguilla",1910,"ExtremeTemperature",0
"572","Anguilla",1910,"GlacialLakeOutbursts",0
"573","Anguilla",1920,"Drought",0
"574","Anguilla",1920,"Earthquakes",0
"575","Anguilla",1920,"VolcanicActivities",0
"576","Anguilla",1920,"Floods",0
"577","Anguilla",1920,"MassMovements",0
"578","Anguilla",1920,"Storms",0
"579","Anguilla",1920,"Landslides",0
"580","Anguilla",1920,"Fog",0
"581","Anguilla",1920,"Wildfires",0
"582","Anguilla",1920,"ExtremeTemperature",0
"583","Anguilla",1920,"GlacialLakeOutbursts",0
"584","Anguilla",1930,"Drought",0
"585","Anguilla",1930,"Earthquakes",0
"586","Anguilla",1930,"VolcanicActivities",0
"587","Anguilla",1930,"Floods",0
"588","Anguilla",1930,"MassMovements",0
"589","Anguilla",1930,"Storms",0
"590","Anguilla",1930,"Landslides",0
"591","Anguilla",1930,"Fog",0
"592","Anguilla",1930,"Wildfires",0
"593","Anguilla",1930,"ExtremeTemperature",0
"594","Anguilla",1930,"GlacialLakeOutbursts",0
"595","Anguilla",1940,"Drought",0
"596","Anguilla",1940,"Earthquakes",0
"597","Anguilla",1940,"VolcanicActivities",0
"598","Anguilla",1940,"Floods",0
"599","Anguilla",1940,"MassMovements",0
"600","Anguilla",1940,"Storms",0
"601","Anguilla",1940,"Landslides",0
"602","Anguilla",1940,"Fog",0
"603","Anguilla",1940,"Wildfires",0
"604","Anguilla",1940,"ExtremeTemperature",0
"605","Anguilla",1940,"GlacialLakeOutbursts",0
"606","Anguilla",1950,"Drought",0
"607","Anguilla",1950,"Earthquakes",0
"608","Anguilla",1950,"VolcanicActivities",0
"609","Anguilla",1950,"Floods",0
"610","Anguilla",1950,"MassMovements",0
"611","Anguilla",1950,"Storms",0
"612","Anguilla",1950,"Landslides",0
"613","Anguilla",1950,"Fog",0
"614","Anguilla",1950,"Wildfires",0
"615","Anguilla",1950,"ExtremeTemperature",0
"616","Anguilla",1950,"GlacialLakeOutbursts",0
"617","Anguilla",1960,"Drought",0
"618","Anguilla",1960,"Earthquakes",0
"619","Anguilla",1960,"VolcanicActivities",0
"620","Anguilla",1960,"Floods",0
"621","Anguilla",1960,"MassMovements",0
"622","Anguilla",1960,"Storms",0.5
"623","Anguilla",1960,"Landslides",0
"624","Anguilla",1960,"Fog",0
"625","Anguilla",1960,"Wildfires",0
"626","Anguilla",1960,"ExtremeTemperature",0
"627","Anguilla",1960,"GlacialLakeOutbursts",0
"628","Anguilla",1970,"Drought",0
"629","Anguilla",1970,"Earthquakes",0
"630","Anguilla",1970,"VolcanicActivities",0
"631","Anguilla",1970,"Floods",0
"632","Anguilla",1970,"MassMovements",0
"633","Anguilla",1970,"Storms",0
"634","Anguilla",1970,"Landslides",0
"635","Anguilla",1970,"Fog",0
"636","Anguilla",1970,"Wildfires",0
"637","Anguilla",1970,"ExtremeTemperature",0
"638","Anguilla",1970,"GlacialLakeOutbursts",0
"639","Anguilla",1980,"Drought",0
"640","Anguilla",1980,"Earthquakes",0
"641","Anguilla",1980,"VolcanicActivities",0
"642","Anguilla",1980,"Floods",0
"643","Anguilla",1980,"MassMovements",0
"644","Anguilla",1980,"Storms",0
"645","Anguilla",1980,"Landslides",0
"646","Anguilla",1980,"Fog",0
"647","Anguilla",1980,"Wildfires",0
"648","Anguilla",1980,"ExtremeTemperature",0
"649","Anguilla",1980,"GlacialLakeOutbursts",0
"650","Anguilla",1990,"Drought",0
"651","Anguilla",1990,"Earthquakes",0
"652","Anguilla",1990,"VolcanicActivities",0
"653","Anguilla",1990,"Floods",0
"654","Anguilla",1990,"MassMovements",0
"655","Anguilla",1990,"Storms",0
"656","Anguilla",1990,"Landslides",0
"657","Anguilla",1990,"Fog",0
"658","Anguilla",1990,"Wildfires",0
"659","Anguilla",1990,"ExtremeTemperature",0
"660","Anguilla",1990,"GlacialLakeOutbursts",0
"661","Anguilla",2000,"Drought",0
"662","Anguilla",2000,"Earthquakes",0
"663","Anguilla",2000,"VolcanicActivities",0
"664","Anguilla",2000,"Floods",0
"665","Anguilla",2000,"MassMovements",0
"666","Anguilla",2000,"Storms",0
"667","Anguilla",2000,"Landslides",0
"668","Anguilla",2000,"Fog",0
"669","Anguilla",2000,"Wildfires",0
"670","Anguilla",2000,"ExtremeTemperature",0
